warehouse_id,sku_id,inventory_turnover,stockout_rate,mean_lead_time,lead_time_variance,fill_rate
WH_A,SKU0001,0.8814160761388222,0.8833333333333333,2.9183673469387754,1.754004165401239,0.8617886178861789
WH_A,SKU0002,0.7518717695146258,0.8666666666666667,2.871794871794872,1.719539215810402,0.9298245614035088
WH_A,SKU0003,0.5420531566818464,0.7833333333333333,3.891891891891892,1.8824302227555587,1.0
WH_A,SKU0004,0.6324379178996252,0.7666666666666667,2.975,1.8325756009871281,0.8429752066115702
WH_A,SKU0005,0.9420687593518257,0.8666666666666667,2.8863636363636362,1.8071680156494774,0.8275862068965517
WH_A,SKU0006,1.338696618777087,0.8333333333333334,3.339622641509434,1.7644283910575147,0.8700564971751412
WH_A,SKU0007,1.116496995614732,0.7333333333333333,3.5762711864406778,2.0274273644925964,0.916030534351145
WH_A,SKU0008,0.8531144058342883,0.9,2.98,1.4212670403551895,0.8561151079136691
WH_A,SKU0009,0.6795528041153401,0.7833333333333333,3.58,2.1197805046171885,0.8861788617886179
WH_A,SKU0010,0.4115570708182706,0.8166666666666667,3.4444444444444446,1.7959389815349587,0.8494623655913979
WH_A,SKU0011,0.6611241989680667,0.9166666666666666,3.225806451612903,1.627056184634381,1.0
WH_A,SKU0012,1.2980667735741003,0.9,3.267857142857143,1.9116016267048894,0.9733333333333334
WH_A,SKU0013,1.173556558709252,0.8833333333333333,3.25,1.8081014266989475,0.8819875776397516
WH_A,SKU0014,0.5598022177901028,0.85,3.176470588235294,1.731536158676943,0.85
WH_A,SKU0015,0.6752268293375224,0.8666666666666667,3.4680851063829787,2.1043543244981886,0.85
WH_A,SKU0016,1.1817860516394254,0.8333333333333334,3.0,1.7374889710522772,0.8260869565217391
WH_A,SKU0017,0.6379293365284815,0.8333333333333334,3.3541666666666665,1.9073160749936229,0.9333333333333333
WH_A,SKU0018,1.159140464370931,0.7666666666666667,3.3333333333333335,2.1977690231790246,0.8455284552845529
WH_A,SKU0019,1.3054127044121906,0.8166666666666667,2.984848484848485,1.5540757752283234,0.8630952380952381
WH_A,SKU0020,1.0692422872524907,0.8,2.7735849056603774,1.65995261093111,0.85
WH_A,SKU0021,1.8354593251101765,0.85,3.2222222222222223,2.1602468994692865,0.8808290155440415
WH_A,SKU0022,1.2337458216290957,0.85,3.076923076923077,1.6604472350071575,0.8888888888888888
WH_A,SKU0023,1.0042610010497413,0.7666666666666667,3.1818181818181817,1.8468282028316578,0.8908045977011494
WH_A,SKU0024,1.0300231499419497,0.9166666666666666,3.0869565217391304,2.0744593614992985,0.9030303030303031
WH_A,SKU0025,0.7233672968060955,0.8333333333333334,3.625,2.3717082451262845,0.898876404494382
WH_A,SKU0026,0.6033742221242693,0.8166666666666667,3.022727272727273,1.8984526914212225,0.859504132231405
