ds,yhat,yhat_lower,yhat_upper,sku_id
2025-01-02,10.733379073999812,4.091875008960083,17.786297174386,SKU0069
2025-01-03,4.405779610840924,-2.2460865783954653,11.383221373174079,SKU0069
2025-01-04,6.366910468351728,-0.28390134773834835,13.085849285126601,SKU0069
2025-01-06,9.463793461242838,2.5269251446334264,16.503145140960395,SKU0069
2025-01-07,8.983801561773745,1.748789998925354,15.935793065056206,SKU0069
2025-01-08,6.905796615847844,0.24063491112093355,14.657329719800913,SKU0069
2025-01-09,11.131437636688522,4.0138659403978965,17.585481447016914,SKU0069
2025-01-10,4.80383817351821,-1.8178526540065845,11.856355997889484,SKU0069
2025-01-11,6.764969031042801,-0.23406986630947593,14.143792520883931,SKU0069
2025-01-14,9.381860124493102,2.651122814516535,16.45668779091983,SKU0069
2025-01-15,7.303855178608248,0.2653171400295041,14.48312216999393,SKU0069
2025-01-16,11.529496199476528,5.0372436935068405,18.20418369124383,SKU0069
2025-01-18,7.163027593883939,0.4720450667549954,14.002864115386933,SKU0069
2025-01-19,8.677536155641262,1.641891389476811,15.410416690810202,SKU0069
2025-01-20,10.259910586887557,3.716432013917048,17.60150026890661,SKU0069
2025-01-21,9.77991868742295,2.4508198401868726,16.051531457813983,SKU0069
2025-01-22,7.7019137415561785,0.8595348098322768,14.384764254578096,SKU0069
2025-01-23,11.927554762404856,5.074030628783933,18.79137323688542,SKU0069
2025-01-24,5.599955299245649,-1.52573453248584,12.526302061170671,SKU0069
2025-01-25,7.561086156765596,0.1759854034726691,14.163930373070379,SKU0069
2025-01-26,9.075594718519454,2.2221811423093634,16.090344775600144,SKU0069
2025-01-27,10.657969149766668,4.070942900413029,17.354912918577288,SKU0069
2025-01-28,10.177977250312574,3.5965662735796724,16.98444810912777,SKU0069
2025-01-29,8.09997230443047,1.22973304851331,15.158938791173359,SKU0069
2025-01-30,12.325613325304106,5.24923155378093,18.887378615454004,SKU0069
2025-01-31,5.998013862170115,-1.004850619160977,12.995502473273644,SKU0069
2025-02-01,7.959144719672334,0.8367618493914323,14.364483203578782,SKU0069
2025-02-02,9.473653281402978,2.5512689208730355,16.55282617457128,SKU0069
2025-02-03,11.056027712650206,4.206450718940339,18.258998729140764,SKU0069
2025-02-04,10.576035813184001,3.1303295091293895,17.34216185137044,SKU0069
2025-02-05,8.498030867297109,1.5720093518809863,15.453978919927035,SKU0069
2025-02-06,12.723671888171545,5.871295748025717,19.415328745499906,SKU0069
2025-02-07,6.396072425026477,-0.5147171816582873,13.21581694140139,SKU0069
2025-02-09,9.871711844307605,3.113618074553861,17.055354251152508,SKU0069
2025-02-10,11.454086275522222,4.82743007098609,18.786485356198572,SKU0069
2025-02-11,10.974094376052701,4.409630671387479,18.431277443237793,SKU0069
2025-02-12,8.896089430132683,2.1767316063558786,15.891770130059323,SKU0069
2025-02-13,13.121730450983062,6.2589095747113745,19.686454665473804,SKU0069
2025-02-14,6.794130987824632,-0.6858824798739436,13.721108575634593,SKU0069
2025-02-15,8.755261845350056,1.7484524346586152,15.741556464760157,SKU0069
2025-02-16,10.269770407073711,2.8615525327920657,17.308366496045288,SKU0069
2025-02-17,11.852144838312606,4.605818797455783,18.16410345401737,SKU0069
2025-02-18,11.372152938861833,4.339986424381526,17.954675669021967,SKU0069
2025-02-20,13.519789013844385,6.520750191169519,20.60271074875583,SKU0069
2025-02-21,7.192189550717639,-0.07558808104111193,14.295514082563836,SKU0069
2025-02-23,10.667828969970873,3.7893560806394824,17.759455245365803,SKU0069
2025-02-24,12.250203401213783,5.442066613547567,19.20896723224144,SKU0069
2025-02-25,11.770211501755195,4.999608769526738,17.931044822916462,SKU0069
2025-02-26,9.692206555880569,2.877114707246604,16.739563302475435,SKU0069
2025-02-27,13.917847576739156,7.026364569057289,20.923977542235402,SKU0069
2025-03-01,9.551378971131552,2.5463974271598504,16.229409480300678,SKU0069
2025-03-02,11.065887532855207,4.381556269179271,18.182029704846883,SKU0069
2025-03-03,12.648261964092962,6.102922197935149,19.751731953044548,SKU0069
2025-03-04,12.168270064653573,5.248700947727803,19.53736090170132,SKU0069
2025-03-05,10.09026511876518,3.2365546885829977,16.81959360494054,SKU0069
2025-03-06,14.315906139630272,7.282242269670011,21.273333042872324,SKU0069
2025-03-07,7.988306676493671,0.9954560906014663,14.36558546275514,SKU0069
2025-03-08,9.949437534022294,3.024798471819436,16.499892606458463,SKU0069
2025-03-09,11.463946095739542,4.909683928291568,18.18395855709546,SKU0069
2025-03-10,13.046320526994135,6.0481066307501905,19.590308125250626,SKU0069
2025-03-11,12.566328627546932,5.685883339012435,18.912645623725144,SKU0069
2025-03-12,10.48832368166344,3.3996274942817695,16.685437702833898,SKU0069
2025-03-13,14.71396470252027,8.185953497730125,21.570938073026184,SKU0069
2025-03-14,8.386365239384094,1.423206466428862,15.413714823822774,SKU0069
2025-03-15,10.34749609690617,3.0434425626680937,17.42610922249282,SKU0069
2025-03-16,11.862004658649532,5.259991869956024,18.93091956547433,SKU0069
2025-03-17,13.44437908986866,7.00756397542184,20.507100613043338,SKU0069
2025-03-18,12.964387190429115,6.558762697172228,19.701852814972383,SKU0069
2025-03-19,10.886382244554873,4.0271883524334875,18.398373702401752,SKU0069
2025-03-20,15.112023265417273,8.326871869252615,22.146662790777796,SKU0069
2025-03-21,8.784423802269702,1.671779175368629,15.729886512240517,SKU0069
2025-03-22,10.745554659796918,3.4936232004466135,17.43565269128704,SKU0069
2025-03-23,12.26006322153387,5.403218215712624,18.94757152295262,SKU0069
2025-03-24,13.842437652769833,7.18885368115314,20.873885973837027,SKU0069
2025-03-25,13.36244575332248,6.369729820467808,20.372250927297824,SKU0069
2025-03-26,11.284440807439367,3.842421867471965,18.43230939013547,SKU0069
2025-03-27,15.510081828308389,8.5829168186409,22.073969722440747,SKU0069
2025-03-28,9.18248236516494,2.514322566985801,15.796098252067328,SKU0069
2025-03-29,11.143613222697457,4.0147927439276705,18.074399156360677,SKU0069
2025-03-30,12.658121784431032,5.419978176483461,19.36747813595639,SKU0069
2025-03-31,14.24049621566234,6.819150740502048,21.341317779066284,SKU0069
