warehouse_id,sku_id,mean_lead_time,lead_time_variance
WH_A,SKU0001,2.9183673469387754,1.754004165401239
WH_A,SKU0002,2.871794871794872,1.719539215810402
WH_A,SKU0003,3.891891891891892,1.8824302227555587
WH_A,SKU0004,2.975,1.8325756009871281
WH_A,SKU0005,2.8863636363636362,1.8071680156494774
WH_A,SKU0006,3.339622641509434,1.7644283910575147
WH_A,SKU0007,3.5762711864406778,2.0274273644925964
WH_A,SKU0008,2.98,1.4212670403551895
WH_A,SKU0009,3.58,2.1197805046171885
WH_A,SKU0010,3.4444444444444446,1.7959389815349587
WH_A,SKU0011,3.225806451612903,1.627056184634381
WH_A,SKU0012,3.267857142857143,1.9116016267048894
WH_A,SKU0013,3.25,1.8081014266989475
WH_A,SKU0014,3.176470588235294,1.731536158676943
WH_A,SKU0015,3.4680851063829787,2.1043543244981886
WH_A,SKU0016,3.0,1.7374889710522772
WH_A,SKU0017,3.3541666666666665,1.9073160749936229
WH_A,SKU0018,3.3333333333333335,2.1977690231790246
WH_A,SKU0019,2.984848484848485,1.5540757752283234
WH_A,SKU0020,2.7735849056603774,1.65995261093111
WH_A,SKU0021,3.2222222222222223,2.1602468994692865
WH_A,SKU0022,3.076923076923077,1.6604472350071575
WH_A,SKU0023,3.1818181818181817,1.8468282028316578
WH_A,SKU0024,3.0869565217391304,2.0744593614992985
WH_A,SKU0025,3.625,2.3717082451262845
WH_A,SKU0026,3.022727272727273,1.8984526914212225
WH_A,SKU0027,2.74,1.6138431757510914
WH_A,SKU0028,2.892857142857143,1.7021758420922903
WH_A,SKU0029,3.0714285714285716,1.7585034815926635
WH_A,SKU0030,3.4242424242424243,2.148778587302427
WH_A,SKU0031,2.4634146341463414,1.6293796515178676
WH_A,SKU0032,3.2857142857142856,1.8647659146328013
WH_A,SKU0033,3.0,1.6256866681058633
WH_A,SKU0034,2.911111111111111,1.6763355899404542
WH_A,SKU0035,3.16,1.5696093365508994
WH_A,SKU0036,2.717391304347826,1.558675270553112
WH_A,SKU0037,3.125,1.7335856335745776
WH_A,SKU0038,2.8444444444444446,1.744544164942333
WH_A,SKU0039,3.4727272727272727,2.0892542126278375
WH_A,SKU0040,3.324324324324324,1.9156381886122624
WH_A,SKU0041,3.204081632653061,1.8594308250637555
WH_A,SKU0042,3.1025641025641026,1.8608836581591497
WH_A,SKU0043,2.7115384615384617,1.4188719416236963
WH_A,SKU0044,3.4210526315789473,1.6866980208001865
WH_A,SKU0045,3.3207547169811322,1.7842643916887644
WH_A,SKU0046,3.2714285714285714,1.7355734847337845
WH_A,SKU0047,3.128205128205128,1.7944283238532248
WH_A,SKU0048,3.238095238095238,1.6050153682042714
WH_A,SKU0049,3.754385964912281,1.9935673494874342
WH_A,SKU0050,3.098360655737705,1.7388206542825408
WH_A,SKU0051,3.4878048780487805,1.748169774643072
WH_A,SKU0052,3.04,1.7138094576535796
WH_A,SKU0053,3.475,2.3313636374998237
WH_A,SKU0054,3.2777777777777777,1.845629758740687
WH_A,SKU0055,3.5,1.7976950011259338
WH_A,SKU0056,3.34,1.8473367481930547
WH_A,SKU0057,3.358974358974359,1.5128776951154603
WH_A,SKU0058,3.3958333333333335,1.672551666769725
WH_A,SKU0059,3.0377358490566038,1.652064723901386
WH_A,SKU0060,2.9,1.6916082470650409
WH_A,SKU0061,2.9565217391304346,1.6594044679962139
WH_A,SKU0062,3.7045454545454546,1.8499471451223413
WH_A,SKU0063,3.1914893617021276,2.0813697190775744
WH_A,SKU0064,3.4594594594594597,1.9234603452371197
WH_A,SKU0065,3.4166666666666665,1.5822598077720296
WH_A,SKU0066,2.702127659574468,1.5167885642257928
WH_A,SKU0067,3.590909090909091,2.365627718634369
WH_A,SKU0068,3.05,1.6613757827551912
WH_A,SKU0069,3.074074074074074,1.9700766372589813
WH_A,SKU0070,3.358974358974359,1.754500671013948
WH_A,SKU0071,3.2972972972972974,1.5787629627314204
WH_A,SKU0072,3.0697674418604652,1.6958682119339525
WH_A,SKU0073,2.9423076923076925,1.3047945002117403
WH_A,SKU0074,3.3714285714285714,1.986509120893976
WH_A,SKU0075,3.5128205128205128,2.5326478225865436
WH_A,SKU0076,3.425,1.6623662467884563
WH_A,SKU0077,3.372093023255814,1.915143359223726
WH_A,SKU0078,3.3,2.0280090021547026
WH_A,SKU0079,3.452830188679245,1.9569013745818538
WH_A,SKU0080,3.3846153846153846,1.6586534362908538
WH_A,SKU0081,3.533333333333333,1.9493588689617931
WH_A,SKU0082,3.0851063829787235,1.717300551472807
WH_A,SKU0083,3.189189189189189,1.8079736637376023
WH_A,SKU0084,3.3513513513513513,2.1371868349696443
WH_A,SKU0085,3.3773584905660377,1.6896337233297227
WH_A,SKU0086,3.054054054054054,1.7471555604904083
WH_A,SKU0087,3.627450980392157,1.5615477490454843
WH_A,SKU0088,2.8,1.5462564764323838
WH_A,SKU0089,3.3684210526315788,1.909026250036545
WH_A,SKU0090,2.8823529411764706,1.6654184274002797
WH_A,SKU0091,3.2857142857142856,1.7751790062418158
WH_A,SKU0092,3.0,1.8215877190467162
WH_A,SKU0093,3.142857142857143,1.7795130420052185
WH_A,SKU0094,3.0,1.6555182695279267
WH_A,SKU0095,3.111111111111111,1.8326838676460704
WH_A,SKU0096,3.0681818181818183,1.8476600824087879
WH_A,SKU0097,2.911111111111111,1.6211979608557456
WH_A,SKU0098,2.9215686274509802,1.775873162755741
WH_A,SKU0099,3.032258064516129,1.5380479179302127
WH_A,SKU0100,2.9473684210526314,1.9023082482626865
WH_B,SKU0001,2.8780487804878048,1.8999358140634581
WH_B,SKU0002,3.3863636363636362,1.845370185222304
WH_B,SKU0003,3.0681818181818183,1.835030286458475
WH_B,SKU0004,3.0,1.8918106058538344
WH_B,SKU0005,3.4081632653061225,2.070812716332032
WH_B,SKU0006,3.41025641025641,1.6970244658774885
WH_B,SKU0007,3.4444444444444446,2.0625150312102587
WH_B,SKU0008,3.0869565217391304,1.7815479346563372
WH_B,SKU0009,3.25,1.7134895714966891
WH_B,SKU0010,2.642857142857143,1.6353030385450165
WH_B,SKU0011,3.0652173913043477,1.665361808043772
WH_B,SKU0012,3.0277777777777777,1.558132785669366
WH_B,SKU0013,3.5128205128205128,1.861971152354335
WH_B,SKU0014,2.979591836734694,1.7379321515137771
WH_B,SKU0015,2.7954545454545454,1.5932932904878945
WH_B,SKU0016,3.046511627906977,1.5576766638642583
WH_B,SKU0017,2.8043478260869565,1.5580552724098264
WH_B,SKU0018,3.3,2.0824828195876073
WH_B,SKU0019,3.1219512195121952,1.6154739544669163
WH_B,SKU0020,3.1951219512195124,1.6465040570117337
WH_B,SKU0021,2.740740740740741,1.4299384494628684
WH_B,SKU0022,3.4285714285714284,1.7677669529663689
WH_B,SKU0023,2.7872340425531914,1.7929350507498079
WH_B,SKU0024,2.693877551020408,1.596925191744188
WH_B,SKU0025,3.25,1.9296124624698994
WH_B,SKU0026,3.2954545454545454,1.7729169953228046
WH_B,SKU0027,3.0,1.6708281379802854
WH_B,SKU0028,3.3636363636363638,1.7532814296826937
WH_B,SKU0029,3.1707317073170733,2.290223122584241
WH_B,SKU0030,3.0384615384615383,1.7259443389741171
WH_B,SKU0031,3.25,1.7294244970246868
WH_B,SKU0032,3.3636363636363638,1.9656134827672411
WH_B,SKU0033,3.4545454545454546,1.8043508024167083
WH_B,SKU0034,3.25,1.8276831048939786
WH_B,SKU0035,3.21875,1.7177324700632741
WH_B,SKU0036,3.5,1.8397324220156
WH_B,SKU0037,3.3555555555555556,2.165384235854895
WH_B,SKU0038,3.611111111111111,1.9368976036548824
WH_B,SKU0039,3.1333333333333333,1.8290583767213513
WH_B,SKU0040,3.0588235294117645,2.0142097701623505
WH_B,SKU0041,3.5686274509803924,1.8682066476788302
WH_B,SKU0042,3.641025641025641,1.9260974928483805
WH_B,SKU0043,2.34375,1.1530989102302514
WH_B,SKU0044,2.9285714285714284,1.9433536416780595
WH_B,SKU0045,3.0714285714285716,1.4880476182856899
WH_B,SKU0046,3.7777777777777777,2.3917848817640186
WH_B,SKU0047,3.2448979591836733,1.7263957185045231
WH_B,SKU0048,3.4186046511627906,1.9546350059907653
