ds,yhat,yhat_lower,yhat_upper,sku_id
2025-01-01,4.499268184272827,-0.6607238719375225,9.69826326602604,
2025-01-02,5.391026229982116,0.6342489417981234,10.307227121724388,
2025-01-03,8.7365653828917,3.705773126340085,13.928851069384606,
2025-01-04,9.201619495406694,4.110134767010721,14.260625012075757,
2025-01-05,4.31747846452403,-0.9357018079804624,9.099726149891914,
2025-01-06,9.244042178039356,4.090822712456486,14.241429537626583,
2025-01-07,11.448097662067733,6.237395785425303,16.62180922030971,
2025-01-08,4.119385683972147,-1.0014491398109402,9.364731905318983,
2025-01-09,5.011143729669533,-0.4164527687334647,10.011357643482114,
2025-01-10,8.35668288263373,3.3031874128308867,13.468725208382278,
2025-01-11,8.821736995192591,3.649625359873531,14.274199287962006,
2025-01-12,3.9375959643259857,-1.160067155873444,9.365826737567994,
2025-01-13,8.864159677863483,3.816584439049674,13.997535137316625,
2025-01-15,3.739503183789375,-1.7686795233987918,8.980813656021057,
2025-01-16,4.631261229478667,-0.5204685936612152,9.871434034485755,
2025-01-17,7.976800382411792,3.0815781472114065,13.298791986109872,
2025-01-18,8.44185449491493,3.4225692225879203,13.84861258360734,
2025-01-19,3.5577134640416967,-1.74367017513246,8.52546138613848,
2025-01-20,8.484277177535654,3.422626128218776,13.849737271503152,
2025-01-21,10.688332661567788,5.358615904127897,15.819329450717127,
2025-01-22,3.3596206834906166,-2.125118833700846,8.215944040814557,
2025-01-23,4.251378729204388,-1.1768908239977045,9.521302228331583,
2025-01-24,7.596917882155797,2.4330881465456966,12.80723922407548,
2025-01-25,8.061971994698949,2.6631833253960395,13.215973847340242,
2025-01-27,8.104394677352225,2.759427837682897,13.481729524937943,
2025-01-28,10.30845016135722,4.765842472476793,15.22104321965672,
2025-01-29,2.979738183228202,-2.008176337547764,7.81628203782147,
2025-01-30,3.871496228912677,-1.6902332427000677,8.491002066959659,
2025-01-31,7.217035381776564,2.109572344171753,12.186516273974208,
2025-02-01,7.68208949425733,2.4429536963183205,12.7114693558395,
2025-02-03,7.724512176760251,2.611324411279901,12.650097808565286,
2025-02-05,2.599855682517357,-2.67286154711229,8.00278393588147,
2025-02-06,3.491613728118295,-1.6882442835228153,8.625062536282503,
2025-02-07,6.837152880924869,1.6547091251992692,12.029836743650124,
2025-02-08,7.302206993348366,2.392361389564181,12.46578428636641,
2025-02-09,2.418065962355028,-3.0752283298286422,7.513311806324417,
2025-02-11,9.54868515963198,4.354275767302248,14.818356807755396,
2025-02-12,2.219973181405316,-2.7606227684379,7.3126869973809,
2025-02-13,3.111731226980014,-1.964017905820304,8.330996964276045,
2025-02-14,6.457270379774904,1.1741369992495876,11.551451913064716,
2025-02-15,6.922324492168696,1.680840943746566,12.116289577374165,
2025-02-16,2.038183461130984,-3.0031306483599165,6.92038321401021,
